urun_adi,kimin için,ne için
Altın Evlilik Alyans Erkek Modeli Reyfis- 4 MM,annen,doğum günü
Altın Evlilik Alyans Erkek Modeli Leitis- 3 MM,iş arkadaşın,içimden geldi
6.52 Karat Pırlanta Suyolu Gerdanlık,iş arkadaşın,geçmiş olsun
4.00 Karat Pırlanta Su Yolu Gerdanlık,sevgilin,geçmiş olsun
3.00 Karat Pırlanta Su Yolu Gerdanlık,annen,geçmiş olsun
4.02 Karat Pırlanta Su Yolu Bileklik,iş arkadaşın,özür dilerim
3.01 Karat Pırlanta Su Yolu Bileklik,arkadaşın,söz-nişan-düğün
2.00 Karat Pırlanta Suyolu Bileklik,çocuğun,anneler günü
1.56 Karat Pırlanta Suyolu Bileklik,baban,geçmiş olsun
1.0 Karat Pırlanta Yarımtur Yüzük,arkadaşın,içimden geldi
1.03 Karat Pırlanta Yarımtur Yüzük,iş arkadaşın,doğum günü
1.91 Karat Pırlanta Yarımtur Yüzük,arkadaşın,geçmiş olsun
0.25 Karat Görünüm Pırlanta Tektaş Yüzük,arkadaşın,anneler günü
Pırlanta Baget Sonce Küpe,sevgilin,geçmiş olsun
0.40 Karat Pırlanta 5 Taş Alyans,annen,anneler günü
Pırlanta 5 Taş Miracle Alyans,çocuğun,doğum günü
0.60 Karat Pırlanta Beştaş Alyans,iş arkadaşın,doğum günü
Pırlanta 5 Taş Miracle Alyans (1.75 Ct. Görünüm),çocuğun,içimden geldi
1.50 Karat Pırlanta D Renk Beştaş Alyans Uluslararası Sertifikalı,sevgilin,doğum günü
0.86 Karat Pırlanta Beş Taş Yüzük,çocuğun,yeni iş/terfi
0.30 Karat Pırlantalı Prenses Beştaş Yüzük,kardeşin,özür dilerim
Pırlantalı 5 Taş Miracle Alyans (0.75 Ct. Görünümlü),eşin,doğum günü
0.40 Karat Pırlanta Beştaş Alyans,iş arkadaşın,anneler günü
0.70 Karat Pırlanta Beştaş Alyans,sevgilin,yeni iş/terfi
1.53 Karat Pırlanta 5 Taş Alyans,baban,söz-nişan-düğün
Pırlanta Miracle Beştaş Alyans (0.50 Karat Görünüm),çocuğun,söz-nişan-düğün
0.40 Karat Beştaş Pırlanta Alyans,kardeşin,yıl dönümü
0.70 Karat Pırlanta 5 Taş Alyans,iş arkadaşın,doğum günü
0.50 Karat Pırlantalı 5 Taş Alyans,baban,doğum günü
0.60 Karat Pırlanta Beş Taş Alyans,kardeşin,doğum günü
0.80 Karat Pırlanta 5 Taş Alyans,iş arkadaşın,özür dilerim
0.45 Karat Beştaş Pırlanta Alyans,iş arkadaşın,özür dilerim
Pırlanta Beştaş Miracle Alyans (0.75 Ct. Görünüm),arkadaşın,geçmiş olsun
0.50 Karat Pırlanta Beştaş Alyans,baban,yıl dönümü
1.00 Karat Pırlanta 5 Taş Alyans,kardeşin,yeni iş/terfi
0.80 Karat Pırlanta Beştaş Alyans,eşin,anneler günü
0.93 Karat Pırlanta 5 Taş Alyans,baban,özür dilerim
0.60 Karat Pırlanta 5 Taş Yüzük,iş arkadaşın,söz-nişan-düğün
0.85 Karat Pırlanta 5 Taş Alyans,eşin,geçmiş olsun
Sevgi Meleği Cebrail Altın Bileklik,arkadaşın,söz-nişan-düğün
0.51 Karat Pırlanta Fantezi Baget Yüzük,iş arkadaşın,söz-nişan-düğün
Pırlanta Deri Kemer Altın - Gümüş,sevgilin,içimden geldi
Renkli Altın Kelepçe Bileklik,eşin,söz-nişan-düğün
Pırlanta Fantezi Effect Kolye Padova,annen,geçmiş olsun
1.03 Karat Baget Pırlanta Yüzük,baban,söz-nişan-düğün
Kayra Sembolü Altın Kol Düğmesi,çocuğun,içimden geldi
22 Ayar Klasik Bombeli Altın Alyans Erkek Modeli- 3MM,baban,içimden geldi
0.98 Karat Pırlanta Tasarım Yarımtur Yüzük,kardeşin,yıl dönümü
0.66 Karat Pırlanta Damla Model Yüzük,çocuğun,içimden geldi
0.62 Karat Pırlanta Markiz Yarımtur Yüzük,arkadaşın,doğum günü
0.53 Karat Pırlanta Kristal Yüzük,kardeşin,özür dilerim
Pırlanta Fantezi Baget Yüzük,annen,söz-nişan-düğün
Pırlanta Çember Model Yüzük,kardeşin,söz-nişan-düğün
0.12 Karat Pırlanta Effect Yüzük,baban,geçmiş olsun
0.50 Karat Pırlanta Güneş Yüzük,çocuğun,içimden geldi
0.30 Karat Pırlanta Effect Tektaş Yüzük,iş arkadaşın,anneler günü
0.88 Karat Oval Safir Kolye,arkadaşın,doğum günü
0.54 Karat Damla Safir Kolye,baban,yıl dönümü
0.84 Karat Pırlanta Safir Kolye,sevgilin,yeni iş/terfi
Damla Kesim Pırlanta Zümrüt Kolye,baban,içimden geldi
Damla Safir Pırlanta Küpe,çocuğun,içimden geldi
0.69 Karat Safir Oval Pırlanta Küpe,baban,içimden geldi
Pırlanta Safir Küpe Gouda,sevgilin,söz-nişan-düğün
Pırlanta Fantezi Baget Küpe,iş arkadaşın,söz-nişan-düğün
0.75 Karat Pırlanta Baget Tamtur Yüzük,annen,anneler günü
Anne Çocuk Altın Damla Peridot Kolye,arkadaşın,yeni iş/terfi
4 Element Altın Kol Düğmesi,iş arkadaşın,içimden geldi
Pırlantalı Altın Kol Düğmesi,baban,doğum günü
Göbek Çakrası (Manipura-Solar Pleksus) Altın Bileklik,sevgilin,doğum günü
Pırlanta 5 Taş Miracle Alyans (0.50 Ct. Görünümlü),sevgilin,doğum günü
Pırlanta Kelepçe Miracle Bileklik,çocuğun,anneler günü
Siyah ve Beyaz Pırlanta Miracle Kelepçe Bileklik,baban,özür dilerim
Pırlanta Tektaş Miracle Yüzük (0.15 Ct Görünüm),iş arkadaşın,söz-nişan-düğün
0.87 Karat Pırlanta Tektaş Yüzük,baban,özür dilerim
1.59 Karat Pırlanta 5 Taş Alyans,arkadaşın,anneler günü
Pırlanta Kanatlı Kar Tanesi Kolye,eşin,özür dilerim
0.65 Karat Pırlanta Tamtur Alyans,arkadaşın,yıl dönümü
0.79 Karat Pırlanta Tamtur Alyans,çocuğun,içimden geldi
0.42 Karat Pırlanta Tamtur Alyans,arkadaşın,anneler günü
1.00 Karat Pırlantalı Tamtur Alyans,çocuğun,yeni iş/terfi
0.74 Karat Pırlanta Tamtur Alyans,çocuğun,içimden geldi
1.24 Karat Baget Pırlanta Tamtur Alyans,çocuğun,özür dilerim
0.56 Karat Pırlanta Sonsuzluk Tamtur Alyans,kardeşin,geçmiş olsun
0.64 Karat Pırlanta Tamtur Alyans,annen,geçmiş olsun
0.90 Karat Pırlanta Tamtur Alyans,kardeşin,doğum günü
Siyah Beyaz Pırlanta Fantezi Kelepçe Bileklik,çocuğun,özür dilerim
Pırlanta Kelepçe Damla Bileklik,annen,anneler günü
Renkli Taşlı Altın Yüzük,eşin,yeni iş/terfi
0.92 Karat Altın Ametist Markiz Yüzük,sevgilin,özür dilerim
Pırlanta Peridot Damla Yüzük,çocuğun,geçmiş olsun
Markiz Formda Pırlantalı Kelepçe Bileklik,iş arkadaşın,özür dilerim
0.70 Karat Miracle Pırlantalı Suyolu Bileklik,iş arkadaşın,anneler günü
0.95 Karat Pırlanta Miracle Suyolu Bileklik,annen,anneler günü
Pırlanta Fantezi Bileklik,arkadaşın,söz-nişan-düğün
0.46 Karat Miracle Pırlanta Suyolu Bileklik,iş arkadaşın,geçmiş olsun
Altın Esaret Sembolü Kolye,çocuğun,doğum günü
14 Ayar Altın Kalp Desenli Sedef Kolye,iş arkadaşın,yeni iş/terfi
Altın Leylek Kolye,sevgilin,anneler günü
Miracle Pırlanta Tamtur Alyans,iş arkadaşın,yeni iş/terfi
Pırlantalı Tamtur Miracle Alyans,çocuğun,anneler günü
Pırlanta Tamtur Miracle Alyans,sevgilin,geçmiş olsun
Tamtur Miracle Pırlanta Alyans,eşin,söz-nişan-düğün
Tamtur Miracle Pırlantalı Alyans,baban,içimden geldi
14 Ayar Altın Kalp Desenli Plaka Kolye,annen,yeni iş/terfi
Kalpli Altın Kolye,kardeşin,özür dilerim
1.50 Karat Pırlanta 5 Taş Yüzük,kardeşin,doğum günü
1.27 Karat F Color Pırlanta Beştaş Yüzük,annen,anneler günü
0.56 Karat Pırlanta Beştaş Yüzük,iş arkadaşın,geçmiş olsun
1.28 Karat Uluslararası Sertifikalı Pırlanta Beştaş Yüzük,baban,doğum günü
1.27 Karat Pırlanta 5 Taş Alyans,baban,özür dilerim
1.51 Karat Pırlanta Beştaş Alyans,annen,doğum günü
Pırlanta Beştaş Yüzük,iş arkadaşın,özür dilerim
0.55 Karat Pırlanta 5 Taş Alyans,sevgilin,doğum günü
1.75 Karat Görünümlü Pırlanta 5 Taş Miracle Alyans,arkadaşın,yeni iş/terfi
1.50 Ct. Pırlanta D Renk 5 Taş Alyans Uluslararası Sertifikalı,baban,geçmiş olsun
Sebat Sembolü Altın Kolye (Denkyem),çocuğun,özür dilerim
Pırlanta Tektaş Miracle Yüzük (0.50 Karat Görünüm),iş arkadaşın,söz-nişan-düğün
0.75 Karat Görünümlü Miracle Pırlanta Beştaş Yüzük,çocuğun,doğum günü
0.71 Karat Pırlanta Beştaş Yüzük,iş arkadaşın,doğum günü
1.25 Ct. Görünümlü Pırlanta Beştaş Yüzük,çocuğun,doğum günü
Pırlanta 5 Taş Miracle Alyans (0.50 Ct. Görünüm),sevgilin,geçmiş olsun
Pırlanta 5 Taş Miracle Alyans (1.25 Ct. Görünüm),arkadaşın,içimden geldi
Pırlanta Beştaş Miracle Yüzük (1.25 Karat Görünüm),sevgilin,geçmiş olsun
5 Taş Miracle Pırlanta Alyans (0.50 Ct. Görünüm),annen,geçmiş olsun
1.42 Karat Pırlanta Beştaş Yüzük,kardeşin,doğum günü
Pırlanta Beştaş Miracle Alyans (2.25 Karat Görünüm),baban,içimden geldi
2.25 Karat Görünümlü Pırlanta Beştaş Miracle Alyans,baban,özür dilerim
0.46 Karat Pırlanta Tamtur Alyans,iş arkadaşın,yeni iş/terfi
1.40 Karat Pırlanta Yüzük Uluslararası Sertifikalı,baban,yıl dönümü
Bombeli Klasik Altın Alyans Kadın Modeli- 3MM,çocuğun,geçmiş olsun
Bombeli Klasik Altın Alyans Erkek Modeli- 3MM,arkadaşın,geçmiş olsun
Sitrin Tek Taşlı Altın Yüzük,eşin,geçmiş olsun
Mavi Topaz Taşlı Altın Yüzük,kardeşin,yıl dönümü
Peridot Taşlı Altın Yüzük,annen,anneler günü
Altın Markiz Mavi Topaz Taşlı Yüzük,annen,anneler günü
"Altın Söz,Nişan,Evlilik Alyansı Kadın Modeli- 5MM",baban,özür dilerim
"Altın Söz,Nişan,Evlilik Alyansı Erkek Modeli- 5MM",sevgilin,anneler günü
İki Renkli Altın Pırlantalı Alyans Kadın Modeli- 6MM,sevgilin,söz-nişan-düğün
İki Renkli Altın Alyans Erkek Modeli- 6MM,sevgilin,özür dilerim
İçi Parlak Sarı Altın Düz Klasik Alyans Kadın Modeli- 7MM,annen,geçmiş olsun
İçi Parlak Sarı Altın Düz Klasik Alyans Erkek Modeli- 6MM,kardeşin,söz-nişan-düğün
İki Renkli Çift Sıra Altın Alyans Kadın Modeli- 6MM,eşin,yıl dönümü
İki Renkli Çift Sıra Altın Alyans Erkek Modeli- 6MM,iş arkadaşın,söz-nişan-düğün
Dövme ve Pırıltılı Tasarım Tek & Çift Beyaz Altın Alyans Kadın Modeli- 6MM,kardeşin,içimden geldi
Dövme ve Pırıltılı Tasarım Tek & Çift Beyaz Altın Alyans Erkek Modeli- 6MM,annen,söz-nişan-düğün
Klasik 6 mm Altın Alyans Kadın Modeli- 6MM,baban,geçmiş olsun
Klasik Altın Alyans Erkek Modeli- 6MM,arkadaşın,söz-nişan-düğün
İki Renkli Düz Altın Alyans Kadın Modeli- 5MM,baban,doğum günü
İki Renkli Düz Altın Alyans Erkek Modeli- 5MM,sevgilin,özür dilerim
"Altın Söz, Nişan, Evlilik Alyansı Kadın Modeli- 6MM",baban,özür dilerim
Pırlanta Tektaş Miracle Yüzük (0.45 Ct. Görünüm),annen,söz-nişan-düğün
Pırlantalı Miracle Tektaş Yüzük (0.25 Ct. Görünüm),sevgilin,söz-nişan-düğün
Damla Peridot Altın Kolye,çocuğun,yeni iş/terfi
Damla Sitrin Altın Kolye,arkadaşın,geçmiş olsun
Nar Altın Küpe,çocuğun,anneler günü
Altın Kalp Küpe,annen,geçmiş olsun
14 Ayar Altın Dört Element Sembolü Bileklik,iş arkadaşın,geçmiş olsun
Altın Kolye BARIŞ (Denkyemfunefu),iş arkadaşın,doğum günü
Özgürlük Sembolü Altın Kolye (Fawohoide),kardeşin,içimden geldi
Sadakat Sembolü (Mpuannum) Altın Kolye,sevgilin,doğum günü
Kuyruklu Kelebek Altın Kolye,annen,geçmiş olsun
Melek Altın Kolye,iş arkadaşın,doğum günü
Altın Semazen Kolye,çocuğun,içimden geldi
Şans Kelebeği Altın Kolye,baban,yeni iş/terfi
Güvercin Altın Kolye,arkadaşın,söz-nişan-düğün
Melek Kanadı Altın Kolye,eşin,özür dilerim
Değişim Sembolü Altın Kolye (Sesa Wo Suban),annen,geçmiş olsun
Müjde Sembol Altın Kolye (Wawa Aba),annen,geçmiş olsun
Nazar Sembolü Altın Kolye (Fofo),baban,yeni iş/terfi
Karizma Sembolü Altın Kolye (Adinkrahene),eşin,geçmiş olsun
Sankofa Sembolü Altın Kolye,annen,içimden geldi
Zafer Sembolü Altın Kolye (Tamfo Bebre),sevgilin,yıl dönümü
Kalp Kırmızı Altın Kolye,kardeşin,özür dilerim
Ay Yıldız Altın Kolye,çocuğun,özür dilerim
Minik Kelebek Altın Kolye,çocuğun,doğum günü
Bereket Meleği Ariel Renkli Taş Kolye,çocuğun,özür dilerim
Barış Meleği Mikail Mavi Topaz Taşlı Kolye,annen,özür dilerim
Güç Meleği Sandalfon Mavi Topaz Altın Kolye,iş arkadaşın,yeni iş/terfi
Anahtar Altın Kolye,iş arkadaşın,söz-nişan-düğün
Yıldız Altın Kolye,çocuğun,içimden geldi
Altın Bereket Meleği Ariel Kolye,eşin,geçmiş olsun
Altın Kolye Güç Meleği Sandalfon,eşin,anneler günü
Altın Kolye Barış Meleği Mikail,iş arkadaşın,özür dilerim
Altın Kolye Bilgelik Meleği Zadkiel,baban,özür dilerim
Huzur Meleği Altın Kolye (Azrail),kardeşin,yıl dönümü
Anne Çocuk Altın Damla Ametist Kolye,çocuğun,söz-nişan-düğün
8 Ayar Altın Lale Kolye,çocuğun,içimden geldi
0.20 Karat Pırlanta Tektaş Miracle Yüzük,kardeşin,yeni iş/terfi
Pırlanta Tektaş Miracle Yüzük (0.45 Karat Görünümlü),çocuğun,doğum günü
Pırlanta Miracle Tamtur Alyans (2.00 Karat Görünüm),arkadaşın,içimden geldi
Pırlanta Miracle Tamtur Alyans (5.00 Karat Görünüm),çocuğun,yeni iş/terfi
Pırlanta Beştaş Miracle Yüzük (1.75 Karat Görünüm),iş arkadaşın,içimden geldi
Miracle Pırlantalı Tamtur Alyans,eşin,doğum günü
1.75 Ct. Görünüm Pırlanta 5 Taş Yüzük Miracle Model,arkadaşın,anneler günü
5 Taş Miracle Pırlantalı Alyans (0.75 Ct. Görünümlü),eşin,anneler günü
0.50 Karat Pırlanta Markiz Tamtur Alyans,baban,içimden geldi
5 Taş Pırlantalı Miracle Alyans (1.25 Ct. Görünüm),arkadaşın,yeni iş/terfi
Pırlanta Beştaş Alyans (1.25 Ct. Görünümlü),sevgilin,geçmiş olsun
5 Taş Miracle Pırlanta Alyans (0.75 Ct. Görünümlü),kardeşin,söz-nişan-düğün
Pırlanta Effect Beştaş Yüzük,eşin,yeni iş/terfi
0.14 Karat Pırlanta Effect Yüzük,eşin,yıl dönümü
Pırlanta Tektaş Effect Altın Yüzük,kardeşin,içimden geldi
0.45 Karat Pırlanta Beştaş Alyans,annen,yıl dönümü
Siyah Pırlanta Altın Yüzük,eşin,söz-nişan-düğün
Pırlanta Kayra Sembol Bilezik,sevgilin,içimden geldi
Barış Meleği Altın Bileklik (Mikail),kardeşin,söz-nişan-düğün
Pırlanta Tektaş Erkek Küpesi (Tek Adet),sevgilin,anneler günü
Pırlanta Prenses Kesim Erkek Küpesi (Tek Adet Fiyatıdır),eşin,özür dilerim
Yuvarlak Kesim Pırlantalı Damla Safir Bileklik,çocuğun,özür dilerim
Pırlantalı Deep Blue Damla Safir Bileklik,annen,anneler günü
Pırlanta Damla Safir Bileklik,eşin,doğum günü
Pırlanta Damla Safir Bilezik,kardeşin,yeni iş/terfi
Pırlanta Bileklik Renkli Taşlı,baban,söz-nişan-düğün
Pırlanta Anne ve Çocuk Kalp Yüzük,arkadaşın,anneler günü
Pırlantalı Kayra Sembolü Kol Düğmesi,iş arkadaşın,yeni iş/terfi
Pırlantalı Mıknatıs Altın ve Gümüş Aksesuar Multima,kardeşin,geçmiş olsun
Pırlanta Suyolu Bileklik,sevgilin,yıl dönümü
Pırlanta Kelepçe Bilezik,arkadaşın,içimden geldi
Pırlanta Sevgi Meleği Şahmeran Bileklik,kardeşin,söz-nişan-düğün
Pırlanta Şifa Meleği Şahmeran Bileklik,eşin,yeni iş/terfi
Pırlanta Güç Meleği Şahmeran Bileklik,eşin,anneler günü
Pırlanta Şahmeran Huzur Meleği Altın Bileklik,iş arkadaşın,söz-nişan-düğün
Pırlantalı Evrensel Sonsuzluk Bileklik,sevgilin,geçmiş olsun
Pırlanta Sonsuzluk Bileklik,annen,doğum günü
Pırlanta Sonsuzluk Sedef Bileklik,kardeşin,doğum günü
Pırlanta Sembol Siyah Deri Bileklik,iş arkadaşın,doğum günü
Pırlanta Parmak İzi Altın Bileklik,baban,geçmiş olsun
Pırlanta Ay Yıldızlı Kemal Atatürk Bileklik,baban,yıl dönümü
Pırlanta Anne Çocuk Bileklik,eşin,özür dilerim
Pırlantalı Effect Tektaş Bileklik,sevgilin,yıl dönümü
0.41 Karat Effect Pırlanta Bileklik,baban,özür dilerim
0.28 Karat Pırlanta Su Yolu Bileklik,kardeşin,geçmiş olsun
0.94 Karat Miracle Pırlantalı Suyolu Bileklik,baban,yıl dönümü
Suyolu Pırlanta Miracle Bileklik,eşin,söz-nişan-düğün
1.18 Karat Pırlantalı Suyolu Bileklik,kardeşin,doğum günü
0.63 Karat Pırlanta Tektaş Yüzük Como,eşin,anneler günü
14 Ayar Beyaz Altın Pırlantalı İsim Kolye,iş arkadaşın,anneler günü
Pırlanta İsim Kolye Altın,annen,geçmiş olsun
Pırlanta Arapça Cim Harfi Kolye,çocuğun,içimden geldi
Effect Pırlanta Tektaş Kolye Tarbes,arkadaşın,yeni iş/terfi
Pırlanta Esma-i Hüsna 7 İsim Allah Kolye,çocuğun,doğum günü
Pırlanta Altın Sembollerin Tılsımı Kolye,sevgilin,doğum günü
Pırlanta Tektaş Miracle Yüzük (0.25 Karat Görünüm),baban,geçmiş olsun
0.30 Karat Görünüm Pırlanta Tektaş Miracle Yüzük,arkadaşın,yıl dönümü
Miracle Pırlanta Tektaş Yüzük (0.25 Ct Görünüm),sevgilin,geçmiş olsun
0.60 Karat Pırlantalı Tektaş Yüzük,sevgilin,yeni iş/terfi
Pırlanta Erkek Gümüş Yüzük,çocuğun,özür dilerim
Pırlanta Erkek Yüzük Altın-Gümüş,eşin,geçmiş olsun
1.00 Karat Pırlanta 5 Taş Yüzük,arkadaşın,anneler günü
Pırlanta Kalpli Yüzük,kardeşin,yeni iş/terfi
Miracle Pırlanta Kırmızı Altın Kalp Yüzük,kardeşin,yeni iş/terfi
Pırlanta Effect Yüzük,kardeşin,yıl dönümü
Pırlanta Aşk Yüzük,iş arkadaşın,söz-nişan-düğün
Pırlanta Kırmızı Altın Yüzük,arkadaşın,yeni iş/terfi
0.81 Karat Pırlanta Tektaş Yüzük,eşin,geçmiş olsun
Pırlanta Altın Lale Yüzük,baban,söz-nişan-düğün
Pırlanta Tektaş Effect Yüzük,çocuğun,içimden geldi
Pırlanta Kırmızı Altın Kalp Yüzük,kardeşin,doğum günü
1.00 Karat Peridot Taşlı Altın Tektaş Yüzük,baban,yeni iş/terfi
0.70 Karat Mavi Topaz Altın Tektaş Yüzük,eşin,içimden geldi
0.72 Karat Peridot Tektaş Yüzük,kardeşin,özür dilerim
0.81 Karat Ametist Tektaş Yüzük,eşin,yıl dönümü
2.39 Karat Ametist Altın Tektaş Yüzük,annen,anneler günü
Pırlanta Miracle Tektaş Yüzük 0.25 Karat Görünüm,iş arkadaşın,söz-nişan-düğün
Sitrin Taşlı Altın Tektaş Yüzük,annen,içimden geldi
1.08 Karat Pembe Topaz Taşlı Altın Yüzük,arkadaşın,anneler günü
Damla Ametist Pırlanta Yüzük,çocuğun,özür dilerim
Pırlanta 5 Taş Miracle Alyans (0.75 Karat Görünüm),çocuğun,söz-nişan-düğün
Pırlanta Miracle Fantezi Bileklik,eşin,söz-nişan-düğün
Pırlanta Safir Damla Miracle Yüzük,annen,doğum günü
Yuvarlak Kesim Pırlantalı Yakut Yüzük,baban,geçmiş olsun
1.00 Karat Tamtur Pırlanta Alyans,çocuğun,içimden geldi
Trapez Pırlanta 5 Taş Alyans,kardeşin,doğum günü
Ametist Altın Küpe,çocuğun,içimden geldi
Pırlantalı Huzur Meleği Azrail Bileklik,iş arkadaşın,doğum günü
Pırlantalı Sevgi Meleği Cebrail İpli Bileklik,arkadaşın,yeni iş/terfi
Pırlanta Bereket Meleği Ariel Bileklik,annen,yeni iş/terfi
2.05 Karat Siyah Pırlanta Tektaş Yüzük,annen,söz-nişan-düğün
Kelt Dostluk Sembolü Altın Kolye,eşin,söz-nişan-düğün
Aşk Döngüsü Altın Evlilik Alyansı Erkek Model- 2MM,iş arkadaşın,doğum günü
Firuze Taşlı Sonsuz Yaşam Sembolü Bileklik,baban,özür dilerim
Anne Çocuk Altın Bileklik,iş arkadaşın,anneler günü
0.89 Karat Pırlanta Tektaş Yüzük,sevgilin,anneler günü
0.44 Karat Pırlantalı Fantezi Miracle Yüzük,eşin,geçmiş olsun
Pırlanta Yakut Altın Yüzük,annen,yeni iş/terfi
Baget Pırlanta Fantezi Yüzük,kardeşin,yıl dönümü
Pırlanta Miracle Tektaş Fantezi Bileklik,çocuğun,söz-nişan-düğün
Pırlanta Miracle Tektaş Fantezi Yüzük 0.60 Karat Görünüm,çocuğun,söz-nişan-düğün
Yıldızlı Gece Altın Bileklik,annen,doğum günü
Pırlanta Damla Kesim Zümrüt Yüzük,çocuğun,yeni iş/terfi
0.55 Karat Pırlanta Işık Seli Fantezi Bileklik,iş arkadaşın,söz-nişan-düğün
Pırlantalı Fantezi Gerdanlık,kardeşin,geçmiş olsun
Pırlanta Miracle Fantezi Yüzük,çocuğun,yeni iş/terfi
Pırlanta Tektaş Suyolu Miracle Bileklik,eşin,özür dilerim
Pırlanta Miracle Tamtur Alyans,sevgilin,geçmiş olsun
0.63 Karat Fantezi Pırlanta Tektaş Yüzük,annen,söz-nişan-düğün
0.45 Karat Pırlanta Fantezi Tektaş Yüzük,eşin,içimden geldi
0.84 Karat Pırlanta Fantezi Tektaş Yüzük,çocuğun,yeni iş/terfi
0.93 Karat Pırlanta Fantezi Tektaş Yüzük,arkadaşın,geçmiş olsun
0.38 Karat Pırlanta Fantezi Tektaş Yüzük,iş arkadaşın,söz-nişan-düğün
Pırlanta Baget Fantezi Küpe,annen,doğum günü
0.78 Karat Pırlanta Tamtur Alyans,annen,yıl dönümü
0.21 Karat Fantezi Markiz Pırlantalı Yüzük,annen,anneler günü
Pırlantalı Fantezi Geometrik Zikzak Yüzük,kardeşin,yıl dönümü
Pırlanta Fantezi Miracle Bileklik,annen,yeni iş/terfi
0.47 Karat Fantezi Pırlanta Tektaş Yüzük,eşin,geçmiş olsun
0.78 Karat Pırlanta Zümrüt Yüzük,sevgilin,geçmiş olsun
Pırlantalı Oval Kesim Zümrüt Yüzük,kardeşin,doğum günü
Topaz Taşlı Altın Kolye,baban,geçmiş olsun
Ametist Taşlı Altın Kolye,annen,doğum günü
Ana Sembolü Adinkra Altın Kolye (Akoko Nan),iş arkadaşın,anneler günü
Adinkra Altın Kolye Bilge Sembolü (Mate Masie),kardeşin,yıl dönümü
Baget Pırlantalı Kelepçe Bileklik,eşin,söz-nişan-düğün
Pırlanta Baget Kelepçe Bileklik,arkadaşın,yıl dönümü
Kalp Sedef Üzerine Altın Lotus Çiçeği Kolye,annen,yıl dönümü
0.50 Karat Pırlanta Tamtur Alyans,kardeşin,yıl dönümü
